"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"5319,00","2023-04-09","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","m","Educacion Superior","Adultez",",00"
"7271,00","2023-04-11","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN DIEGO PICON","m","Educacion Secundaria","Adultez",",00"
"4069,00","2023-04-11","Bienestar y Cuidado Corporal","Bv. Roca 111","MARTA FALCON","f","Doctorado","Adultez",",00"
"4357,00","2023-04-12","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","OLGA PRADO","m","Educacion Primaria","Adultez",",00"
"5657,00","2023-04-12","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Secundaria","Adultez",",00"
"6308,00","2023-04-12","Grupos Específicos","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Secundaria","Adultez",",00"
"5816,00","2023-04-13","Baile","Bv. Roca 111","SAID AMARO","f","Educacion Superior","Adultez",",00"
"7051,00","2023-04-13","Entrenamiento Especializado","Bv. Roca 111","JON SIMO","f","Licenciatura","Adultez",",00"
"3546,00","2023-04-13","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","f","Educacion Superior","Adultez",",00"
"3855,00","2023-04-15","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ROSANA LEAL","f","Ingenieria","Adultez",",00"
"6114,00","2023-04-16","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JON SIMO","f","Licenciatura","Adultez",",00"
"5705,00","2023-04-16","Bienestar y Relajación","Bv. Roca 111","JUAN ALBERTO MORA","m","Tecnicatura Universitaria","Adultez",",00"
"3500,00","2023-04-16","Grupos Específicos","Bv. Roca 111","LILIANA RUA","m","Maestria","Adultez",",00"
"4113,00","2023-04-17","Baile","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Licenciatura","Adultez",",00"
"3280,00","2023-04-18","Deportes","Bv. Roca 111","MARTA FALCON","f","Licenciatura","Adultez","492,00"
"3536,00","2023-04-18","Actividades al Aire Libre","Bv. Roca 111","SUSANA SEBASTIAN","f","Ingenieria","Adultez",",00"
"5666,00","2023-04-19","Actividades Acuáticas","Bv. Roca 111","ELIA GASPAR","m","Educacion Superior","Adultez",",00"
"3418,00","2023-04-20","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN ALBERTO MORA","m","Educacion Secundaria","Adultez",",00"
"4731,00","2023-04-21","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","f","Tecnicatura Universitaria","Adultez",",00"
"6606,00","2023-04-21","Actividades Acuáticas","Bv. Roca 111","SORAYA SEBASTIAN","f","Ingenieria","Adultez",",00"
"3988,00","2023-04-23","Bienestar y Cuidado Corporal","Bv. Roca 111","LUIS MANUEL MATO","f","Ingenieria","Adultez",",00"
"3533,00","2023-04-25","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","m","Doctorado","Juventud",",00"
"3256,00","2023-04-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","LETICIA TORNERO","f","Tecnicatura Universitaria","Adultez",",00"
"6009,00","2023-04-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Licenciatura","Adultez",",00"
"6660,00","2023-04-27","Actividades al Aire Libre","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Superior","Adultez",",00"
"6512,00","2023-04-28","Deportes","Bv. Roca 111","ARTURO RAYA","f","Educacion Superior","Adultez",",00"
"5760,00","2023-05-01","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Licenciatura","Juventud",",00"
"6310,00","2023-05-03","Entrenamiento Especializado","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez",",00"
"3398,00","2023-05-05","Actividades al Aire Libre","Bv. Roca 111","MANUEL JESUS RANGEL","m","Maestria","Adultez",",00"
"7441,00","2023-05-07","Bienestar y Cuidado Corporal","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Secundaria","Juventud",",00"
"6161,00","2023-05-09","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Secundaria","Juventud",",00"
"4864,00","2023-05-13","Grupos Específicos","Bv. Roca 111","BERTA VALLE","m","Educacion Superior","Adultez",",00"
"3296,00","2023-05-14","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","m","Licenciatura","Adultez",",00"
"7490,00","2023-05-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","m","Ingenieria","Adultez",",00"
"7293,00","2023-05-16","Baile","Bv. Roca 111","ARTURO RAYA","f","Doctorado","Adultez","729,30"
"5403,00","2023-05-17","Cardio y Acondicionamiento Físico","Bv. Roca 111","ARTURO RAYA","m","Educacion Superior","Adultez",",00"
"4987,00","2023-05-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Licenciatura","Adultez","1496,10"
"6194,00","2023-05-20","Cardio y Acondicionamiento Físico","Bv. Roca 111","JON SIMO","f","Tecnicatura Universitaria","Adultez",",00"
"6679,00","2023-05-20","Actividades Acuáticas","Bv. Roca 111","ARTURO RAYA","f","Educacion Secundaria","Juventud",",00"
"4033,00","2023-05-21","Actividades Acuáticas","Bv. Roca 111","IGNACIO VEIGA","m","Tecnicatura Universitaria","Adultez",",00"
"4871,00","2023-05-22","Bienestar y Cuidado Corporal","Bv. Roca 111","ELIA GASPAR","m","Tecnicatura Universitaria","Adultez",",00"
"5135,00","2023-05-23","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ARTURO RAYA","m","Licenciatura","Adultez","1540,50"
"5697,00","2023-05-23","Bienestar y Cuidado Corporal","Bv. Roca 111","CARLOS PUENTE","f","Maestria","Adultez",",00"
"7274,00","2023-05-24","Cardio y Acondicionamiento Físico","Bv. Roca 111","IGOR ORTEGA","m","Doctorado","Adultez",",00"
"5281,00","2023-05-25","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SORAYA SEBASTIAN","f","Licenciatura","Juventud",",00"
"5572,00","2023-05-25","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"5500,00","2023-05-25","Grupos Específicos","Bv. Roca 111","LILIANA RUA","m","Tecnicatura Universitaria","Adultez",",00"
"4425,00","2023-05-26","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Licenciatura","Adultez",",00"
"4727,00","2023-05-28","Baile","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Secundaria","Adultez",",00"
"4312,00","2023-05-28","Bienestar y Cuidado Corporal","Bv. Roca 111","FERRAN ESTEVE","f","Educacion Secundaria","Adultez",",00"
"5083,00","2023-05-31","Actividades al Aire Libre","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Tecnicatura Universitaria","Adultez",",00"
"5090,00","2023-06-01","Entrenamiento Especializado","Bv. Roca 111","BELEN GRANADO","f","Ingenieria","Juventud","509,00"
"7087,00","2023-06-04","Entrenamiento Especializado","Bv. Roca 111","ROSANA LEAL","m","Ingenieria","Adultez",",00"
"5537,00","2023-06-05","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Ingenieria","Adultez",",00"
"3921,00","2023-06-06","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LUIS MANUEL MATO","f","Ingenieria","Adultez",",00"
"7161,00","2023-06-06","Deportes","Bv. Roca 111","ARTURO RAYA","m","Licenciatura","Adultez",",00"
"6337,00","2023-06-07","Grupos Específicos","Bv. Roca 111","MANUEL JESUS RANGEL","m","Ingenieria","Juventud",",00"
"4594,00","2023-06-09","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSA ANA MANRIQUE","f","Doctorado","Juventud",",00"
"4844,00","2023-06-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN DIEGO PICON","m","Licenciatura","Adultez",",00"
"6306,00","2023-06-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"6985,00","2023-06-11","Grupos Específicos","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Adultez",",00"
"3250,00","2023-06-14","Bienestar y Relajación","Bv. Roca 111","IGOR ORTEGA","f","Tecnicatura Universitaria","Adultez","487,50"
"6225,00","2023-06-17","Grupos Específicos","Bv. Roca 111","JON SIMO","f","Ingenieria","Adultez",",00"
"6260,00","2023-06-18","Baile","Bv. Roca 111","YOUSSEF DE ANDRES","f","Doctorado","Adultez",",00"
"3503,00","2023-06-18","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Doctorado","Juventud",",00"
"4140,00","2023-06-19","Bienestar y Relajación","Bv. Roca 111","JUAN DIEGO PICON","m","Educacion Superior","Adultez","621,00"
"3281,00","2023-06-20","Grupos Específicos","Bv. Roca 111","CARLOS PUENTE","m","Maestria","Adultez",",00"
"7050,00","2023-06-23","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSANA LEAL","m","Doctorado","Adultez",",00"
"6342,00","2023-06-25","Actividades Acuáticas","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Educacion Superior","Adultez",",00"
"6739,00","2023-06-28","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SAID AMARO","f","Doctorado","Adultez","1010,85"
"6908,00","2023-06-28","Bienestar y Relajación","Bv. Roca 111","BERTA VALLE","f","Tecnicatura Universitaria","Adultez","1036,20"
"4391,00","2023-06-28","Actividades Acuáticas","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Superior","Adultez",",00"
"3650,00","2023-06-28","Grupos Específicos","Bv. Roca 111","ELIA GASPAR","f","Licenciatura","Adultez","547,50"
"4723,00","2023-06-29","Grupos Específicos","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Secundaria","Adultez","708,45"
"3314,00","2023-06-30","Entrenamiento Especializado","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Licenciatura","Adultez",",00"
"5791,00","2023-07-02","Bienestar y Relajación","Bv. Roca 111","IGNACIO VEIGA","f","Maestria","Adultez",",00"
"4090,00","2023-07-02","Entrenamiento Especializado","Bv. Roca 111","JON SIMO","f","Educacion Secundaria","Juventud",",00"
"7288,00","2023-07-03","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JOAN MONTALBAN","m","Educacion Secundaria","Juventud","1093,20"
"5217,00","2023-07-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SUSANA SEBASTIAN","m","Ingenieria","Adultez",",00"
"5192,00","2023-07-04","Grupos Específicos","Bv. Roca 111","IGOR ORTEGA","m","Tecnicatura Universitaria","Adultez","778,80"
"4037,00","2023-07-05","Actividades al Aire Libre","Bv. Roca 111","IGOR ORTEGA","f","Tecnicatura Universitaria","Adultez",",00"
"6192,00","2023-07-08","Bienestar y Relajación","Bv. Roca 111","ELIA GASPAR","m","Licenciatura","Adultez",",00"
"5042,00","2023-07-08","Bienestar y Relajación","Bv. Roca 111","ARTURO RAYA","f","Tecnicatura Universitaria","Juventud",",00"
"5598,00","2023-07-08","Bienestar y Relajación","Bv. Roca 111","BELEN GRANADO","f","Tecnicatura Universitaria","Adultez",",00"
"5732,00","2023-07-09","Baile","Bv. Roca 111","BERTA VALLE","m","Tecnicatura Universitaria","Adultez",",00"
"5642,00","2023-07-09","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Primaria","Adultez",",00"
"5923,00","2023-07-09","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Adultez",",00"
"5946,00","2023-07-11","Bienestar y Relajación","Bv. Roca 111","LILIANA RUA","f","Educacion Superior","Adultez",",00"
"5465,00","2023-07-11","Baile","Bv. Roca 111","SAID AMARO","m","Doctorado","Adultez",",00"
"6415,00","2023-07-11","Deportes","Bv. Roca 111","ELIA GASPAR","f","Doctorado","Adultez",",00"
"6747,00","2023-07-11","Bienestar y Cuidado Corporal","Bv. Roca 111","MARTA FALCON","m","Ingenieria","Adultez",",00"
"3703,00","2023-07-13","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","f","Maestria","Adultez",",00"
"4464,00","2023-07-14","Deportes","Bv. Roca 111","VERONICA PAREJA","f","Licenciatura","Adultez",",00"
"5121,00","2023-07-15","Bienestar y Relajación","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Superior","Adultez",",00"
"5856,00","2023-07-15","Grupos Específicos","Bv. Roca 111","SORAYA SEBASTIAN","m","Tecnicatura Universitaria","Adultez",",00"
"5834,00","2023-07-15","Grupos Específicos","Bv. Roca 111","LILIANA RUA","f","Educacion Secundaria","Adultez",",00"
"5260,00","2023-07-16","Actividades Acuáticas","Bv. Roca 111","JON SIMO","f","Tecnicatura Universitaria","Adultez",",00"
"7227,00","2023-07-17","Bienestar y Relajación","Bv. Roca 111","SORAYA SEBASTIAN","m","Maestria","Juventud",",00"
"4434,00","2023-07-18","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","m","Educacion Secundaria","Adultez",",00"
"7007,00","2023-07-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","BERTA VALLE","f","Doctorado","Juventud",",00"
"3937,00","2023-07-19","Entrenamiento Especializado","Bv. Roca 111","JUAN MANUEL RINCON","m","Doctorado","Adultez",",00"
"3681,00","2023-07-22","Entrenamiento Especializado","Bv. Roca 111","YOUSSEF DE ANDRES","f","Licenciatura","Adultez",",00"
"3439,00","2023-07-23","Bienestar y Relajación","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Licenciatura","Adultez",",00"
"7095,00","2023-07-23","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","f","Ingenieria","Adultez",",00"
"6628,00","2023-07-24","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","f","Maestria","Adultez",",00"
"3429,00","2023-07-27","Bienestar y Cuidado Corporal","Bv. Roca 111","MARIAN HUETE","m","Maestria","Adultez",",00"
"4758,00","2023-07-28","Bienestar y Cuidado Corporal","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"5515,00","2023-07-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","LETICIA TORNERO","f","Tecnicatura Universitaria","Adultez",",00"
"4361,00","2023-07-29","Grupos Específicos","Bv. Roca 111","NURIA GUILLEN","m","Ingenieria","Adultez",",00"
"3568,00","2023-07-30","Deportes","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Ingenieria","Adultez",",00"
"7204,00","2023-07-31","Baile","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Superior","Adultez",",00"
"5043,00","2023-07-31","Deportes","Bv. Roca 111","YOUSSEF DE ANDRES","m","Ingenieria","Juventud",",00"
"3339,00","2023-08-01","Bienestar y Relajación","Bv. Roca 111","SUSANA SEBASTIAN","f","Licenciatura","Adultez",",00"
"4334,00","2023-08-02","Deportes","Bv. Roca 111","JON SIMO","f","Maestria","Adultez",",00"
"6372,00","2023-08-03","Bienestar y Relajación","Bv. Roca 111","MARTA FALCON","f","Educacion Secundaria","Adultez",",00"
"6024,00","2023-08-03","Actividades Acuáticas","Bv. Roca 111","LETICIA TORNERO","f","Tecnicatura Universitaria","Adultez",",00"
"6631,00","2023-08-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Doctorado","Juventud",",00"
"5290,00","2023-08-08","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LETICIA TORNERO","f","Educacion Superior","Adultez","1058,00"
"3860,00","2023-08-09","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LETICIA TORNERO","m","Educacion Primaria","Adultez","772,00"
"6920,00","2023-08-09","Entrenamiento Especializado","Bv. Roca 111","CARLOS PUENTE","f","Ingenieria","Adultez",",00"
"5821,00","2023-08-14","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","BERTA VALLE","m","Educacion Secundaria","Adultez","1164,20"
"3565,00","2023-08-15","Entrenamiento Especializado","Bv. Roca 111","LUIS MANUEL MATO","f","Licenciatura","Juventud","1069,50"
"4771,00","2023-08-17","Deportes","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Doctorado","Adultez",",00"
"4362,00","2023-08-22","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez",",00"
"3974,00","2023-08-22","Entrenamiento Especializado","Bv. Roca 111","IGNACIO VEIGA","m","Licenciatura","Adultez","1192,20"
"7119,00","2023-08-23","Bienestar y Cuidado Corporal","Bv. Roca 111","LUIS MANUEL MATO","f","Tecnicatura Universitaria","Adultez",",00"
"4516,00","2023-08-25","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","f","Educacion Secundaria","Juventud",",00"
"4560,00","2023-08-25","Grupos Específicos","Bv. Roca 111","LILIANA RUA","m","Ingenieria","Adultez",",00"
"6585,00","2023-08-26","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN ALBERTO MORA","f","Educacion Secundaria","Adultez",",00"
"7118,00","2023-08-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","m","Ingenieria","Adultez",",00"
"6787,00","2023-08-28","Bienestar y Relajación","Bv. Roca 111","ELIA GASPAR","m","Ingenieria","Juventud","2036,10"
"3724,00","2023-08-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Primaria","Juventud",",00"
"6921,00","2023-08-30","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Maestria","Adultez",",00"
"3474,00","2023-08-30","Bienestar y Cuidado Corporal","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Adultez",",00"
"3873,00","2023-08-31","Actividades Acuáticas","Bv. Roca 111","JUAN DIEGO PICON","f","Doctorado","Juventud",",00"
"5021,00","2023-09-02","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FERRAN ESTEVE","m","Maestria","Adultez",",00"
"3999,00","2023-09-02","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","m","Educacion Superior","Adultez",",00"
"6890,00","2023-09-02","Baile","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Superior","Adultez",",00"
"5499,00","2023-09-04","Baile","Bv. Roca 111","LILIANA RUA","m","Maestria","Adultez",",00"
"6291,00","2023-09-05","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","f","Maestria","Adultez",",00"
"4376,00","2023-09-05","Grupos Específicos","Bv. Roca 111","MARIAN HUETE","m","Licenciatura","Adultez",",00"
"4318,00","2023-09-06","Baile","Bv. Roca 111","MARTA FALCON","f","Maestria","Adultez",",00"
"7315,00","2023-09-06","Actividades Acuáticas","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"4178,00","2023-09-07","Deportes","Bv. Roca 111","BELEN GRANADO","m","Educacion Primaria","Adultez",",00"
"5671,00","2023-09-09","Grupos Específicos","Bv. Roca 111","LETICIA TORNERO","f","Ingenieria","Adultez",",00"
"4340,00","2023-09-09","Actividades al Aire Libre","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Maestria","Adultez",",00"
"6652,00","2023-09-10","Bienestar y Relajación","Bv. Roca 111","JOAN MONTALBAN","f","Maestria","Adultez","1995,60"
"4084,00","2023-09-12","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSA ANA MANRIQUE","f","Ingenieria","Juventud",",00"
"4410,00","2023-09-14","Bienestar y Relajación","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Educacion Superior","Adultez","1323,00"
"5645,00","2023-09-14","Baile","Bv. Roca 111","MARIAN HUETE","f","Educacion Secundaria","Adultez",",00"
"3379,00","2023-09-15","Grupos Específicos","Bv. Roca 111","YOUSSEF DE ANDRES","f","Doctorado","Juventud",",00"
"7230,00","2023-09-16","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ABDELAZIZ SANTANA","m","Educacion Superior","Juventud",",00"
"3305,00","2023-09-16","Baile","Bv. Roca 111","VERONICA PAREJA","m","Educacion Primaria","Adultez",",00"
"3606,00","2023-09-16","Entrenamiento Especializado","Bv. Roca 111","ROSA ANA MANRIQUE","f","Maestria","Adultez","360,60"
"3401,00","2023-09-17","Bienestar y Relajación","Bv. Roca 111","ELIA GASPAR","f","Educacion Secundaria","Adultez","1020,30"
"6411,00","2023-09-18","Deportes","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Licenciatura","Juventud",",00"
"5912,00","2023-09-19","Cardio y Acondicionamiento Físico","Bv. Roca 111","MARIAN HUETE","f","Educacion Secundaria","Juventud",",00"
"4212,00","2023-09-19","Baile","Bv. Roca 111","BERTA VALLE","f","Licenciatura","Juventud",",00"
"7012,00","2023-09-19","Baile","Bv. Roca 111","SAID AMARO","f","Maestria","Adultez",",00"
"3268,00","2023-09-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ABDELAZIZ SANTANA","m","Maestria","Adultez",",00"
"6134,00","2023-09-20","Bienestar y Cuidado Corporal","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Ingenieria","Adultez",",00"
"5789,00","2023-09-22","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","m","Maestria","Adultez",",00"
"3741,00","2023-09-28","Entrenamiento Especializado","Bv. Roca 111","ROSA ANA MANRIQUE","m","Maestria","Adultez","187,05"
"6039,00","2023-10-02","Actividades al Aire Libre","Bv. Roca 111","MANUEL JESUS RANGEL","f","Tecnicatura Universitaria","Adultez",",00"
"3715,00","2023-10-05","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN DIEGO PICON","f","Maestria","Adultez","557,25"
"6793,00","2023-10-05","Baile","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Primaria","Adultez",",00"
"7384,00","2023-10-05","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","f","Ingenieria","Adultez",",00"
"6018,00","2023-10-07","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Ingenieria","Adultez","902,70"
"4552,00","2023-10-07","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","f","Ingenieria","Adultez",",00"
"4060,00","2023-10-07","Grupos Específicos","Bv. Roca 111","MANUEL JESUS RANGEL","f","Doctorado","Juventud",",00"
"4830,00","2023-10-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Tecnicatura Universitaria","Adultez","724,50"
"3866,00","2023-10-11","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","m","Tecnicatura Universitaria","Adultez",",00"
"7055,00","2023-10-11","Actividades Acuáticas","Bv. Roca 111","IGOR ORTEGA","m","Educacion Primaria","Adultez",",00"
"7294,00","2023-10-11","Actividades al Aire Libre","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Secundaria","Adultez",",00"
"7120,00","2023-10-13","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Maestria","Adultez",",00"
"6094,00","2023-10-13","Baile","Bv. Roca 111","FERRAN ESTEVE","f","Educacion Secundaria","Adultez",",00"
"4937,00","2023-10-13","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Doctorado","Adultez",",00"
"5339,00","2023-10-15","Bienestar y Relajación","Bv. Roca 111","FERRAN ESTEVE","m","Ingenieria","Adultez",",00"
"7090,00","2023-10-15","Entrenamiento Especializado","Bv. Roca 111","ARTURO RAYA","f","Licenciatura","Juventud","354,50"
"3803,00","2023-10-18","Cardio y Acondicionamiento Físico","Bv. Roca 111","LETICIA TORNERO","m","Licenciatura","Adultez",",00"
"5679,00","2023-10-18","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","m","Educacion Primaria","Adultez",",00"
"4449,00","2023-10-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LILIANA RUA","f","Educacion Superior","Adultez",",00"
"3853,00","2023-10-23","Entrenamiento Especializado","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Maestria","Adultez","963,25"
"3991,00","2023-10-26","Actividades Acuáticas","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Ingenieria","Adultez",",00"
"4992,00","2023-10-26","Entrenamiento Especializado","Bv. Roca 111","YOUSSEF DE ANDRES","m","Ingenieria","Adultez","1248,00"
"6455,00","2023-10-27","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","OLGA PRADO","m","Educacion Primaria","Adultez",",00"
"5016,00","2023-10-29","Entrenamiento Especializado","Bv. Roca 111","JUAN DIEGO PICON","f","Licenciatura","Adultez","1254,00"
"7361,00","2023-11-01","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","BELEN GRANADO","m","Educacion Superior","Adultez",",00"
"5644,00","2023-11-03","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Maestria","Adultez",",00"
"4846,00","2023-11-03","Actividades Acuáticas","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Tecnicatura Universitaria","Adultez",",00"
"3413,00","2023-11-03","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","f","Doctorado","Adultez",",00"
"3434,00","2023-11-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Tecnicatura Universitaria","Adultez",",00"
"6731,00","2023-11-05","Baile","Bv. Roca 111","NURIA GUILLEN","m","Ingenieria","Adultez","2019,30"
"3773,00","2023-11-05","Baile","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Tecnicatura Universitaria","Adultez","1131,90"
"5197,00","2023-11-06","Baile","Bv. Roca 111","JUAN MANUEL RINCON","m","Licenciatura","Adultez","1559,10"
"3694,00","2023-11-09","Deportes","Bv. Roca 111","BELEN GRANADO","f","Ingenieria","Juventud","923,50"
"6875,00","2023-11-09","Actividades al Aire Libre","Bv. Roca 111","JON SIMO","m","Licenciatura","Adultez",",00"
"3826,00","2023-11-11","Bienestar y Cuidado Corporal","Bv. Roca 111","ELIA GASPAR","m","Maestria","Juventud",",00"
"3432,00","2023-11-12","Actividades al Aire Libre","Bv. Roca 111","ROSANA LEAL","f","Tecnicatura Universitaria","Adultez",",00"
"4689,00","2023-11-13","Bienestar y Relajación","Bv. Roca 111","CARLOS PUENTE","f","Tecnicatura Universitaria","Adultez",",00"
"5328,00","2023-11-13","Entrenamiento Especializado","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Tecnicatura Universitaria","Juventud","266,40"
"7247,00","2023-11-15","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGNACIO VEIGA","f","Educacion Superior","Adultez",",00"
"5690,00","2023-11-17","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Doctorado","Adultez",",00"
"4921,00","2023-11-18","Actividades al Aire Libre","Bv. Roca 111","LUIS MANUEL MATO","f","Maestria","Adultez",",00"
"5307,00","2023-11-19","Actividades Acuáticas","Bv. Roca 111","SUSANA SEBASTIAN","f","Tecnicatura Universitaria","Juventud",",00"
"6999,00","2023-11-19","Bienestar y Cuidado Corporal","Bv. Roca 111","BERTA VALLE","m","Ingenieria","Adultez",",00"
"6910,00","2023-11-22","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SORAYA SEBASTIAN","m","Doctorado","Adultez",",00"
